age,education,occupation,marital_status,spending_score,credit_score,work_experience,loan_status,income
38,Master,Artist,Married,62,663,21,Large Loan,148666
31,High School,Artist,Divorced,58,832,30,No Loan,135601
27,Master,Artist,Single,57,771,34,Small Loan,192038
27,Bachelor,Artist,Divorced,1,838,9,Large Loan,199777
64,High School,Manager,Married,73,712,8,Small Loan,154147
31,Bachelor,Teacher,Married,60,464,30,Large Loan,141052
52,PhD,Teacher,Single,69,347,39,Small Loan,115641
64,High School,Artist,Single,59,783,23,Small Loan,98685
45,High School,Artist,Single,46,457,7,Small Loan,171104
58,Master,Engineer,Divorced,34,450,19,No Loan,178315
47,High School,Teacher,Married,97,524,16,No Loan,70915
24,Bachelor,Engineer,Married,25,559,27,Small Loan,133962
27,Master,Engineer,Divorced,42,686,5,Large Loan,42379
44,PhD,Lawyer,Single,29,555,32,Small Loan,97401
46,Bachelor,Manager,Widowed,25,360,27,No Loan,104146
42,PhD,Doctor,Single,54,695,0,Large Loan,114416
49,PhD,Teacher,Widowed,73,696,34,No Loan,158703
64,PhD,Artist,Widowed,67,461,23,Small Loan,154140
42,High School,Artist,Divorced,15,679,5,No Loan,123567
39,Bachelor,Doctor,Married,4,742,6,No Loan,196524
37,Bachelor,Teacher,Married,38,648,8,No Loan,86196
37,High School,Artist,Married,20,330,36,Small Loan,38830
21,Master,Artist,Married,23,370,15,No Loan,180668
23,PhD,Lawyer,Divorced,37,696,33,Small Loan,68484
49,Bachelor,Engineer,Widowed,62,737,34,Small Loan,119756
52,High School,Artist,Married,8,301,34,No Loan,50772
55,PhD,Manager,Widowed,37,434,19,Large Loan,30116
37,Master,Teacher,Divorced,45,445,22,No Loan,106839
56,Master,Manager,Single,97,478,34,No Loan,148085
38,PhD,Doctor,Divorced,33,563,22,No Loan,26636
47,Master,Lawyer,Married,7,610,3,Large Loan,197662
59,Bachelor,Teacher,Single,22,503,9,Large Loan,117338
39,Bachelor,Lawyer,Divorced,5,329,10,Small Loan,32811
52,Bachelor,Engineer,Divorced,15,358,39,Large Loan,171295
31,Master,Artist,Widowed,21,308,8,Large Loan,166653
34,Bachelor,Teacher,Divorced,89,623,39,No Loan,45919
60,High School,Doctor,Single,17,466,11,Small Loan,108018
58,Bachelor,Engineer,Divorced,56,636,16,Small Loan,158676
21,Bachelor,Engineer,Married,50,678,31,Large Loan,154672
48,Master,Lawyer,Widowed,7,541,22,Large Loan,156279
60,Bachelor,Engineer,Single,50,459,14,No Loan,164535
29,PhD,Teacher,Single,60,534,27,Large Loan,192518
21,High School,Lawyer,Divorced,83,752,37,Large Loan,126772
30,Master,Engineer,Married,7,498,4,Small Loan,37671
32,High School,Doctor,Widowed,40,776,39,Large Loan,34476
29,PhD,Manager,Single,45,332,17,No Loan,29986
33,Master,Teacher,Widowed,59,707,20,Small Loan,133158
37,Master,Doctor,Divorced,88,388,14,Small Loan,184662
28,Bachelor,Doctor,Married,75,520,2,Large Loan,171598
58,High School,Lawyer,Divorced,55,368,25,No Loan,67001
47,PhD,Artist,Widowed,64,593,14,Small Loan,78242
22,PhD,Lawyer,Divorced,65,536,19,No Loan,31803
39,Master,Teacher,Widowed,54,459,20,No Loan,76446
25,Bachelor,Teacher,Single,96,589,25,Large Loan,36905
46,Master,Lawyer,Single,40,832,22,No Loan,153295
21,Master,Artist,Divorced,53,634,24,Small Loan,27461
48,Master,Lawyer,Single,44,801,3,Large Loan,83687
57,Master,Teacher,Widowed,63,545,9,Small Loan,161745
22,PhD,Artist,Single,2,622,21,No Loan,153860
35,PhD,Teacher,Married,79,628,2,No Loan,100956
49,Master,Artist,Married,21,846,18,Large Loan,107863
59,Master,Artist,Divorced,88,638,30,Large Loan,54564
21,Bachelor,Lawyer,Divorced,50,470,8,Small Loan,94692
36,Master,Lawyer,Divorced,81,409,28,Small Loan,37251
60,PhD,Lawyer,Divorced,52,309,36,No Loan,104056
31,High School,Artist,Widowed,9,501,6,Large Loan,157977
54,PhD,Artist,Widowed,99,556,37,No Loan,172806
62,Bachelor,Teacher,Married,20,561,23,No Loan,182958
20,PhD,Doctor,Widowed,83,729,7,Small Loan,192149
64,High School,Lawyer,Single,18,806,33,Small Loan,30661
34,Master,Manager,Married,84,365,25,Small Loan,28838
45,High School,Teacher,Divorced,30,334,27,Large Loan,67073
56,Master,Teacher,Divorced,65,790,27,Small Loan,166450
40,Master,Engineer,Widowed,24,553,6,Large Loan,164130
50,PhD,Lawyer,Married,88,316,2,No Loan,100113
44,PhD,Teacher,Widowed,47,560,21,Large Loan,114806
42,PhD,Engineer,Widowed,83,555,37,Small Loan,58884
43,Bachelor,Manager,Widowed,94,723,17,Large Loan,148013
57,PhD,Manager,Married,90,800,11,Large Loan,184599
47,Bachelor,Lawyer,Divorced,44,585,30,Small Loan,198259
40,PhD,Artist,Single,29,306,38,Small Loan,194807
62,Master,Engineer,Divorced,77,796,4,No Loan,172053
37,Bachelor,Artist,Married,68,498,28,Large Loan,150989
55,High School,Manager,Divorced,17,717,35,No Loan,87457
54,Bachelor,Manager,Divorced,97,351,13,No Loan,183152
64,Bachelor,Doctor,Single,5,542,17,Large Loan,36797
28,High School,Doctor,Divorced,92,518,6,No Loan,82056
57,Bachelor,Doctor,Divorced,88,817,22,Large Loan,51457
49,Master,Doctor,Divorced,81,408,32,No Loan,176989
63,PhD,Teacher,Widowed,50,650,15,No Loan,33871
53,High School,Doctor,Married,40,365,36,Large Loan,175125
51,PhD,Teacher,Married,46,309,24,Small Loan,108050
22,Master,Teacher,Single,51,501,8,Large Loan,63398
22,High School,Lawyer,Widowed,11,513,27,Small Loan,100058
47,PhD,Teacher,Widowed,12,367,8,Large Loan,30030
63,PhD,Teacher,Divorced,13,626,11,Large Loan,26381
34,Master,Doctor,Married,64,349,17,Small Loan,172825
60,PhD,Teacher,Single,8,316,26,Small Loan,161164
42,Master,Artist,Widowed,65,822,25,Large Loan,77946
59,Bachelor,Doctor,Divorced,9,605,25,Large Loan,112620
30,Master,Engineer,Single,92,691,9,Large Loan,105093
51,Bachelor,Doctor,Widowed,2,423,16,Small Loan,150370
55,High School,Teacher,Single,78,803,31,Large Loan,164639
52,PhD,Artist,Widowed,13,524,23,Small Loan,183938
43,Master,Doctor,Single,2,617,7,No Loan,190783
58,Master,Artist,Widowed,68,772,29,Small Loan,140645
53,PhD,Engineer,Widowed,76,840,25,No Loan,50386
47,PhD,Manager,Single,48,657,23,Large Loan,48013
56,High School,Engineer,Widowed,74,782,26,Large Loan,31885
26,High School,Manager,Widowed,3,728,14,Small Loan,131905
23,Master,Lawyer,Widowed,68,796,27,No Loan,188893
56,High School,Manager,Single,6,771,10,Large Loan,170117
20,Bachelor,Lawyer,Single,87,599,38,Large Loan,43780
20,High School,Doctor,Widowed,5,383,1,No Loan,181622
39,High School,Lawyer,Widowed,3,676,8,Large Loan,114771
38,Master,Artist,Single,10,612,22,Large Loan,103377
48,Bachelor,Lawyer,Divorced,43,619,32,Small Loan,73284
29,High School,Artist,Widowed,19,503,18,Large Loan,85238
37,Bachelor,Manager,Divorced,14,654,12,No Loan,72184
47,Bachelor,Manager,Single,21,593,13,Large Loan,177377
54,Bachelor,Manager,Widowed,43,803,31,Small Loan,65021
62,PhD,Lawyer,Divorced,28,444,21,Large Loan,153446
50,PhD,Manager,Single,21,838,19,No Loan,68184
46,PhD,Lawyer,Divorced,36,316,32,Large Loan,43942
30,PhD,Lawyer,Married,24,338,4,No Loan,180786
57,Master,Teacher,Single,54,429,19,Small Loan,76672
24,High School,Teacher,Married,38,414,13,Large Loan,137437
27,PhD,Lawyer,Single,17,749,26,Large Loan,111557
53,Master,Artist,Single,22,344,25,Small Loan,68201
31,High School,Doctor,Widowed,83,515,31,No Loan,88296
57,PhD,Engineer,Married,45,714,29,No Loan,113549
20,High School,Teacher,Married,74,564,26,Large Loan,108257
50,PhD,Lawyer,Married,61,739,25,No Loan,102817
23,Master,Engineer,Single,11,680,17,No Loan,39008
64,Bachelor,Teacher,Married,61,600,22,Large Loan,85196
24,Bachelor,Doctor,Married,38,470,23,No Loan,27294
49,High School,Artist,Widowed,66,705,3,No Loan,44061
43,Master,Lawyer,Divorced,33,654,2,Large Loan,80733
22,Bachelor,Doctor,Divorced,43,460,29,Large Loan,123376
30,PhD,Teacher,Married,31,325,15,No Loan,196076
64,Bachelor,Lawyer,Married,35,382,6,Large Loan,105625
23,High School,Engineer,Married,37,472,38,No Loan,147007
45,High School,Manager,Married,47,369,21,No Loan,150758
46,Master,Artist,Divorced,23,305,30,No Loan,149686
62,High School,Teacher,Widowed,36,494,12,No Loan,35237
46,Bachelor,Artist,Single,40,824,28,Large Loan,36694
61,Bachelor,Lawyer,Married,90,362,27,Large Loan,111472
25,Bachelor,Manager,Married,89,312,18,Small Loan,166540
34,Bachelor,Doctor,Divorced,81,504,22,Large Loan,174533
49,Master,Artist,Married,15,339,7,Small Loan,99062
61,PhD,Engineer,Widowed,37,464,24,No Loan,144443
56,PhD,Teacher,Widowed,4,330,37,Large Loan,103000
56,Master,Engineer,Married,22,828,37,No Loan,101599
61,High School,Artist,Divorced,81,697,34,Small Loan,38064
56,PhD,Manager,Married,22,758,25,Large Loan,169661
54,High School,Doctor,Married,81,522,2,Large Loan,157004
42,PhD,Doctor,Divorced,78,377,1,Large Loan,173091
25,High School,Engineer,Widowed,78,727,4,Large Loan,80835
23,Master,Lawyer,Single,17,724,19,No Loan,178229
37,Bachelor,Lawyer,Married,72,686,11,Large Loan,77381
28,High School,Manager,Widowed,98,538,37,Small Loan,42574
48,Bachelor,Doctor,Married,90,389,15,Large Loan,57779
32,High School,Engineer,Single,94,684,36,Small Loan,135498
36,High School,Engineer,Divorced,86,438,37,Small Loan,186960
64,High School,Engineer,Widowed,80,823,35,No Loan,136422
51,High School,Artist,Single,94,543,28,Large Loan,51025
41,High School,Manager,Married,80,804,34,Small Loan,164132
23,Bachelor,Lawyer,Single,38,721,36,Large Loan,189288
24,High School,Lawyer,Widowed,24,481,20,No Loan,98197
56,Bachelor,Artist,Divorced,99,494,20,No Loan,125800
60,Master,Teacher,Married,6,352,27,Large Loan,89617
32,PhD,Artist,Divorced,68,478,5,Small Loan,156498
53,High School,Manager,Divorced,82,592,19,No Loan,50491
64,PhD,Engineer,Single,6,674,35,Small Loan,44553
41,Bachelor,Artist,Single,26,358,12,Small Loan,168990
42,Master,Engineer,Widowed,91,353,39,Large Loan,37513
22,Master,Manager,Widowed,41,544,10,No Loan,172902
61,Master,Manager,Divorced,75,448,23,Large Loan,186243
53,PhD,Doctor,Widowed,38,667,18,Large Loan,158322
51,Bachelor,Engineer,Divorced,80,315,22,Large Loan,81263
64,High School,Lawyer,Married,83,475,30,Small Loan,87114
40,High School,Artist,Divorced,43,839,36,Large Loan,27681
63,Bachelor,Manager,Widowed,53,705,36,No Loan,108321
40,PhD,Engineer,Widowed,15,766,2,Small Loan,159479
63,High School,Teacher,Divorced,90,428,33,Large Loan,64529
30,Bachelor,Doctor,Single,56,522,28,No Loan,73901
58,High School,Teacher,Divorced,56,543,2,Large Loan,42427
23,Master,Manager,Divorced,31,725,14,Large Loan,154463
20,High School,Teacher,Single,83,653,6,Large Loan,46747
47,PhD,Teacher,Married,57,625,2,Small Loan,38555
43,Bachelor,Doctor,Single,51,302,15,Large Loan,118130
54,PhD,Doctor,Widowed,24,778,33,No Loan,48263
32,Bachelor,Doctor,Single,58,380,19,Large Loan,161199
53,Master,Doctor,Widowed,73,343,38,Large Loan,129893
30,Bachelor,Teacher,Widowed,87,454,32,Small Loan,86453
55,High School,Lawyer,Divorced,4,835,13,Large Loan,133930
36,High School,Lawyer,Divorced,10,398,34,No Loan,83389
54,Master,Doctor,Married,63,696,10,No Loan,168584
37,Bachelor,Artist,Widowed,73,470,19,Large Loan,88722
59,Master,Engineer,Divorced,83,447,29,No Loan,160109
41,High School,Manager,Widowed,15,422,27,No Loan,118159
43,PhD,Artist,Married,98,411,14,Large Loan,162926
38,Master,Manager,Widowed,63,429,37,No Loan,181805
56,PhD,Artist,Married,19,367,12,No Loan,59311
58,PhD,Artist,Married,63,844,34,Large Loan,42175
40,Bachelor,Lawyer,Married,56,585,23,Small Loan,80195
27,Master,Engineer,Divorced,21,304,0,Small Loan,53090
47,PhD,Artist,Single,34,417,23,Large Loan,70636
24,PhD,Doctor,Single,17,529,26,Small Loan,194938
36,Bachelor,Manager,Divorced,18,459,17,Small Loan,123248
56,Bachelor,Lawyer,Widowed,81,593,25,Small Loan,130752
55,High School,Manager,Divorced,66,485,28,Small Loan,98334
38,PhD,Doctor,Widowed,51,523,7,Large Loan,135956
46,High School,Doctor,Married,65,451,25,Small Loan,78111
53,PhD,Artist,Divorced,43,439,4,Small Loan,111284
30,High School,Doctor,Single,57,666,32,Large Loan,26716
64,Bachelor,Engineer,Widowed,10,427,39,Large Loan,61404
31,Master,Doctor,Divorced,37,650,4,Small Loan,98406
40,Bachelor,Artist,Divorced,48,446,35,No Loan,104218
30,High School,Manager,Widowed,69,584,12,Large Loan,178127
58,High School,Doctor,Married,56,768,16,Large Loan,96262
47,Master,Lawyer,Married,76,517,12,Small Loan,32557
24,PhD,Lawyer,Married,36,735,24,No Loan,122304
36,High School,Lawyer,Married,31,444,1,Large Loan,153301
39,High School,Manager,Widowed,55,576,23,Large Loan,60486
60,High School,Teacher,Single,38,359,35,Large Loan,76557
31,Master,Lawyer,Divorced,73,674,24,No Loan,65655
25,Bachelor,Lawyer,Divorced,90,703,33,Large Loan,151045
36,High School,Teacher,Married,15,413,11,Large Loan,114638
38,Master,Manager,Widowed,16,794,18,No Loan,88823
45,High School,Lawyer,Single,77,635,29,Large Loan,138827
63,PhD,Artist,Single,89,584,36,No Loan,131836
63,Master,Manager,Divorced,94,428,0,No Loan,109801
51,High School,Lawyer,Married,53,614,2,No Loan,48094
25,Master,Lawyer,Divorced,56,370,25,Small Loan,154095
55,High School,Teacher,Divorced,7,644,14,Large Loan,169425
57,Bachelor,Artist,Single,57,397,27,Large Loan,86850
30,High School,Manager,Widowed,55,599,3,Large Loan,189483
52,Master,Doctor,Single,52,475,18,No Loan,139708
43,PhD,Engineer,Divorced,4,374,23,Small Loan,36264
42,PhD,Artist,Married,43,442,39,No Loan,189517
34,PhD,Doctor,Married,40,322,5,Large Loan,172003
46,High School,Artist,Widowed,30,480,15,No Loan,67059
30,Bachelor,Doctor,Widowed,10,344,31,Small Loan,27650
36,High School,Doctor,Widowed,94,768,29,Large Loan,68024
33,PhD,Artist,Divorced,7,391,34,No Loan,167664
46,Master,Teacher,Divorced,36,568,7,Small Loan,81238
37,PhD,Artist,Widowed,35,333,4,No Loan,199903
47,Master,Artist,Married,88,663,36,No Loan,199462
23,Bachelor,Doctor,Married,39,432,11,Large Loan,96220
26,Master,Engineer,Married,36,681,24,Small Loan,169529
64,High School,Doctor,Divorced,20,576,32,No Loan,141104
54,High School,Lawyer,Single,49,455,38,Small Loan,32074
28,High School,Artist,Married,96,686,23,Large Loan,82344
27,Master,Manager,Married,59,834,10,Large Loan,141776
64,High School,Artist,Married,49,499,34,Large Loan,57979
36,High School,Teacher,Widowed,90,574,39,Small Loan,94258
36,High School,Manager,Divorced,26,800,0,Small Loan,167781
52,Bachelor,Doctor,Widowed,36,758,7,No Loan,67925
51,Master,Teacher,Widowed,43,349,22,Small Loan,172759
27,Master,Artist,Single,99,831,19,Large Loan,90066
38,PhD,Doctor,Widowed,43,391,31,No Loan,61540
57,Master,Doctor,Single,99,755,10,Small Loan,43165
22,Bachelor,Lawyer,Widowed,76,638,6,Large Loan,87055
24,Master,Lawyer,Married,33,352,29,Large Loan,185266
32,Bachelor,Engineer,Divorced,78,795,38,No Loan,197839
50,Bachelor,Lawyer,Widowed,97,303,12,Large Loan,167454
35,Master,Manager,Single,45,580,2,Small Loan,119154
51,PhD,Doctor,Divorced,45,589,6,Large Loan,111123
41,High School,Lawyer,Single,88,372,12,No Loan,91889
48,High School,Engineer,Married,15,436,36,Large Loan,98907
41,Master,Artist,Widowed,95,692,24,Large Loan,99608
62,Master,Manager,Divorced,17,507,22,Small Loan,143690
22,Bachelor,Lawyer,Married,12,559,32,Small Loan,44184
29,Master,Doctor,Widowed,22,562,4,Small Loan,31902
61,Bachelor,Artist,Widowed,23,804,31,Small Loan,45647
40,PhD,Doctor,Single,90,849,29,Large Loan,54140
35,Master,Artist,Single,78,502,30,Small Loan,125541
31,High School,Manager,Married,12,646,12,Large Loan,76730
21,High School,Doctor,Single,68,351,4,Small Loan,153996
60,Master,Lawyer,Married,51,655,22,Small Loan,59546
43,Bachelor,Lawyer,Married,13,818,0,Small Loan,173076
54,High School,Engineer,Married,57,662,9,Large Loan,83557
49,Bachelor,Artist,Single,55,344,26,Small Loan,78206
49,Master,Engineer,Divorced,82,677,7,Large Loan,168577
54,Master,Teacher,Married,28,711,2,Small Loan,81618
38,High School,Lawyer,Divorced,44,441,18,Small Loan,62031
27,Master,Artist,Widowed,19,557,1,No Loan,199859
45,PhD,Manager,Single,46,336,30,Small Loan,170649
59,PhD,Engineer,Single,3,344,9,Large Loan,164115
26,High School,Manager,Divorced,83,345,15,No Loan,190202
49,PhD,Manager,Widowed,20,600,36,Large Loan,117950
26,Bachelor,Manager,Widowed,25,587,19,Large Loan,84846
22,High School,Engineer,Married,75,568,2,No Loan,155182
20,High School,Teacher,Single,56,361,34,Small Loan,76392
55,Bachelor,Engineer,Widowed,81,541,33,No Loan,79673
44,PhD,Doctor,Widowed,61,653,20,Large Loan,162816
56,PhD,Lawyer,Married,55,370,35,Small Loan,75390
20,PhD,Engineer,Married,35,712,31,No Loan,64260
34,High School,Engineer,Divorced,78,360,17,Large Loan,78760
56,High School,Teacher,Single,59,751,33,Small Loan,130806
32,PhD,Doctor,Widowed,39,692,37,Large Loan,28470
59,Master,Engineer,Divorced,57,828,2,Small Loan,187715
27,PhD,Lawyer,Single,83,604,2,Small Loan,118347
24,Bachelor,Lawyer,Divorced,67,490,26,No Loan,29201
28,High School,Engineer,Single,34,377,1,Small Loan,105863
20,Bachelor,Manager,Single,41,824,2,Large Loan,52340
55,Bachelor,Manager,Widowed,22,600,16,Small Loan,118716
54,High School,Doctor,Single,27,316,38,Large Loan,169560
21,Master,Lawyer,Married,21,733,37,Small Loan,120910
59,PhD,Manager,Widowed,41,342,39,Small Loan,161485
42,Bachelor,Lawyer,Married,31,367,18,No Loan,65200
28,High School,Doctor,Divorced,27,679,18,Small Loan,47355
53,Bachelor,Doctor,Divorced,37,511,4,Small Loan,38831
33,PhD,Manager,Single,66,502,4,Large Loan,114357
23,Master,Engineer,Single,54,408,13,Large Loan,143589
49,Master,Artist,Married,9,583,26,Large Loan,153211
50,Master,Teacher,Married,83,524,35,Small Loan,61396
57,High School,Artist,Married,42,417,39,Large Loan,75920
30,High School,Artist,Divorced,36,639,34,Large Loan,194192
54,Master,Lawyer,Married,10,580,20,Small Loan,72786
27,PhD,Doctor,Widowed,59,790,4,Large Loan,155046
22,PhD,Lawyer,Widowed,40,318,23,No Loan,173997
33,High School,Manager,Divorced,54,474,38,No Loan,71006
32,Master,Teacher,Married,39,768,23,Large Loan,92627
64,PhD,Manager,Married,7,441,39,Large Loan,35842
51,PhD,Engineer,Single,4,762,12,Large Loan,100459
53,PhD,Teacher,Widowed,15,597,37,Small Loan,138272
64,High School,Lawyer,Divorced,76,769,0,No Loan,180198
38,Master,Lawyer,Married,48,672,38,No Loan,83074
57,Bachelor,Manager,Single,6,767,9,Large Loan,193889
35,Master,Lawyer,Divorced,73,737,1,Large Loan,30557
21,Master,Lawyer,Divorced,35,742,15,Small Loan,29432
59,High School,Artist,Widowed,72,755,36,Small Loan,168078
36,PhD,Engineer,Married,71,547,15,No Loan,186061
53,PhD,Artist,Divorced,68,441,22,Small Loan,131291
61,High School,Lawyer,Single,58,701,25,No Loan,62788
35,High School,Doctor,Single,77,521,15,Large Loan,89167
57,High School,Artist,Divorced,19,483,26,Large Loan,77166
21,High School,Lawyer,Single,62,663,29,No Loan,51887
21,High School,Lawyer,Divorced,71,487,32,Large Loan,178704
45,Bachelor,Engineer,Single,10,412,31,Small Loan,141704
32,Master,Manager,Divorced,25,480,8,Large Loan,91513
50,Master,Teacher,Divorced,44,498,10,Large Loan,64802
53,Master,Artist,Divorced,99,369,36,No Loan,59026
58,PhD,Artist,Single,58,784,5,Small Loan,100706
22,Bachelor,Artist,Divorced,25,698,29,Small Loan,97933
27,Master,Lawyer,Widowed,93,309,39,Large Loan,143817
42,PhD,Engineer,Divorced,76,302,14,Large Loan,186155
33,Bachelor,Lawyer,Married,40,777,29,Small Loan,26732
46,Bachelor,Lawyer,Married,76,366,17,Small Loan,139164
48,PhD,Manager,Widowed,70,396,11,No Loan,159014
58,Bachelor,Doctor,Divorced,10,830,3,Large Loan,84853
58,PhD,Engineer,Married,66,617,15,Large Loan,122084
20,Master,Artist,Divorced,25,397,22,Small Loan,34429
36,PhD,Teacher,Married,71,356,10,No Loan,193340
60,Bachelor,Artist,Single,87,406,23,Small Loan,82676
49,Master,Lawyer,Single,11,387,21,Large Loan,178589
32,Master,Engineer,Widowed,36,670,38,Large Loan,88727
40,High School,Engineer,Widowed,49,674,14,Large Loan,120485
38,High School,Engineer,Divorced,48,351,14,Large Loan,53899
38,Bachelor,Doctor,Widowed,87,340,9,No Loan,40068
44,PhD,Artist,Divorced,7,390,27,Large Loan,90701
